scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri cyanotus,2006-09-15 16:54:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/178479761,https://static.inaturalist.org/photos/310581510/medium.jpg,hfabian,178479761,Lesser Violetear,Aves,508367,2,0,2006/09/15 4:54 PM,2006-09-15,2006-09-15 22:54:00 UTC,America/Costa_Rica,210,210,,,false,,,3342,Henry Fabian,2023-08-15 04:06:31 UTC,2023-08-16 13:55:53 UTC,research,CC0,,NA,false
Colibri thalassinus,2012-08-18 16:54:00 -0600,"Cabaña Suiza, Interamerican Highway, Mixco, Guatemala","Cabaña Suiza, Interamerican Highway, Mixco, Guatemala",14.6172277104,-90.6178984552,,Mexican Violetear,https://www.inaturalist.org/observations/178456923,https://inaturalist-open-data.s3.amazonaws.com/photos/310536501/medium.jpeg,brianahern,178456923,Mexican Violetear,Aves,508366,3,0,2012/08/18 4:54 PM,2012-08-18,2012-08-18 22:54:00 UTC,Central America,191,191,,open,false,,,5687068,Brian Ahern,2023-08-15 00:30:03 UTC,2023-08-15 16:00:01 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-26 10:29:00 -0500,,"Suba, Bogotá, Bogota, Colombia",4.8029900982,-74.0440264519,,Sparkling Violetear,https://www.inaturalist.org/observations/178397441,https://inaturalist-open-data.s3.amazonaws.com/photos/310417145/medium.jpeg,daniela_156,178397441,Sparkling Violetear,Aves,6072,1,0,2023/07/26 10:29 AM,2023-07-26,2023-07-26 15:29:00 UTC,Bogota,4,4,,open,false,,,4834083,,2023-08-14 17:22:17 UTC,2023-08-16 23:18:02 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-13 15:00:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1976276352,-78.4042900692,,Sparkling Violetear,https://www.inaturalist.org/observations/178314983,https://inaturalist-open-data.s3.amazonaws.com/photos/310266176/medium.jpg,dawicho,178314983,Sparkling Violetear,Aves,6072,1,0,2023/08/13 3:00 PM,2023-08-13,2023-08-13 20:00:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-14 04:14:06 UTC,2023-08-14 05:25:08 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-02-07 17:37:24 -0600,,Costa Rica,10.2738058731,-84.9761917834,,Lesser Violetear,https://www.inaturalist.org/observations/178307349,https://inaturalist-open-data.s3.amazonaws.com/photos/310252316/medium.jpg,ericksonsmith,178307349,Lesser Violetear,Aves,508367,2,0,2023-02-07 16:37:24-07:00,2023-02-07,2023-02-07 23:37:24 UTC,America/Costa_Rica,30,31199,obscured,,true,,,2819263,Erickson Smith,2023-08-14 03:02:24 UTC,2023-08-14 08:42:30 UTC,research,CC-BY-NC,,3,false
Colibri thalassinus,2023-07-29 14:13:00 -0600,,"Bosque de Chapultepec II Secc, 11100 Ciudad de México, CDMX, México",19.4109028988,-99.1978929109,,Mexican Violetear,https://www.inaturalist.org/observations/178256863,https://inaturalist-open-data.s3.amazonaws.com/photos/310139356/medium.jpeg,dos_momotos,178256863,Colibrí orejas violetas,Aves,508366,1,0,2023/07/29 2:13 PM,2023-07-29,2023-07-29 20:13:00 UTC,Mexico City,32,32,,open,false,,,2710306,Aragón Jhonatan y Moran Arely,2023-08-13 21:08:37 UTC,2023-08-15 02:41:19 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-13 12:55:36 -0500,,Parque Nacional Antisana,-0.5516115671,-78.1564432383,,Sparkling Violetear,https://www.inaturalist.org/observations/178221904,https://static.inaturalist.org/photos/310082460/medium.jpeg,diego690,178221904,Sparkling Violetear,Aves,6072,2,0,2023-08-13 12:55:36,2023-08-13,2023-08-13 17:55:36 UTC,America/Guayaquil,212,212,,open,false,gps,gps,2791070,Diego Garzon,2023-08-13 18:02:16 UTC,2023-08-16 23:21:37 UTC,research,,,2,false
Colibri cyanotus,2023-08-13 10:07:38 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3022069722,-84.796231,,Lesser Violetear,https://www.inaturalist.org/observations/178210475,https://static.inaturalist.org/photos/310060409/medium.jpeg,jherime,178210475,Lesser Violetear,Aves,508367,2,0,2023-08-13 10:07:38,2023-08-13,2023-08-13 16:07:38 UTC,America/Costa_Rica,NA,NA,,,false,gps,gps,130062,Jherime L. Kellermann,2023-08-13 17:02:40 UTC,2023-08-14 08:43:22 UTC,research,,,2,false
Colibri cyanotus,2023-08-10 07:12:19 -0500,,La Pinuela,6.0077517216,-75.1504419744,,Lesser Violetear,https://www.inaturalist.org/observations/178111433,https://inaturalist-open-data.s3.amazonaws.com/photos/309873117/medium.jpeg,rojo_birds,178111433,Colibrí Chico​,Aves,508367,1,0,2023-08-10 07:12:19,2023-08-10,2023-08-10 12:12:19 UTC,Bogota,2157,2157,,,false,gps,gps,5279444,Jerson Marín,2023-08-13 03:05:32 UTC,2023-08-16 23:20:10 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2021-11-13 06:37:11 -0500,,"Calle 7C, Bogotá, Bogotá, CO",4.6438886065,-74.1506390915,,Sparkling Violetear,https://www.inaturalist.org/observations/178106229,https://static.inaturalist.org/photos/309862506/medium.jpg,nicoolgomez,178106229,Sparkling Violetear,Aves,6072,1,0,2021-11-13 07:37:11-04:00,2021-11-13,2021-11-13 11:37:11 UTC,Bogota,540,540,,open,false,,,2566067,Nicool Gomez,2023-08-13 02:17:25 UTC,2023-08-16 23:20:02 UTC,research,,,3,false
Colibri delphinae,2023-07-21 00:00:00 -0500,,RESERVA DE AVIFAUNA SUTU,5.368977733,-75.8917324618,,Brown Violetear,https://www.inaturalist.org/observations/178035878,https://static.inaturalist.org/photos/309726323/medium.jpeg,vanesaabad,178035878,Brown Violetear,Aves,6076,1,0,2023-07-21,2023-07-21,,Bogota,222,222,,open,false,gps,gps,2612633,Vanesa Abad,2023-08-12 18:22:47 UTC,2023-08-14 21:28:36 UTC,research,,,2,false
Colibri thalassinus,2023-08-07 17:03:00 -0600,,"San Pedro Cholula, Pue., México",19.0813525927,-98.3474588212,,Mexican Violetear,https://www.inaturalist.org/observations/177895388,https://inaturalist-open-data.s3.amazonaws.com/photos/309456383/medium.jpeg,blakesito,177895388,Colibrí orejas violetas,Aves,508366,1,0,2023/08/07 5:03 PM,2023-08-07,2023-08-07 23:03:00 UTC,Mexico City,2,2,,open,false,,,67003,Carlos Domínguez-Rodríguez,2023-08-11 21:50:42 UTC,2023-08-11 22:48:55 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-08-09 12:01:00 -0500,,"Los Bancos Canton, Ecuador",-0.0526344985,-78.781442998,,Brown Violetear,https://www.inaturalist.org/observations/177834053,https://inaturalist-open-data.s3.amazonaws.com/photos/309347170/medium.jpeg,sean20,177834053,Brown Violetear,Aves,6076,2,0,2023/08/09 12:01 PM,2023-08-09,2023-08-09 17:01:00 UTC,America/Guayaquil,8,8,,open,false,,,204263,Sean Krieg,2023-08-11 15:09:36 UTC,2023-08-14 21:46:22 UTC,research,CC-BY,,NA,false
Colibri coruscans,2023-08-10 16:02:00 -0500,,"Jardín Dodoísta, Bogotá, Colombia",4.6642570543,-74.1171455949,,Sparkling Violetear,https://www.inaturalist.org/observations/177752002,https://inaturalist-open-data.s3.amazonaws.com/photos/309194646/medium.jpeg,dodo_colombia,177752002,Colibrí Rutilante,Aves,6072,1,0,2023/08/10 4:02 PM,2023-08-10,2023-08-10 21:02:00 UTC,Bogota,50,50,,open,false,,,708723,Fundación Dodo Colombia,2023-08-11 00:17:56 UTC,2023-08-11 14:20:20 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-24 16:42:00 -0500,,"Observatorio de Colibríes, variante Frailejonal, La Calera, El Cerrito, La Calera, Cundinamarca, Colombia",4.664389,-73.964395,,Sparkling Violetear,https://www.inaturalist.org/observations/177746710,https://static.inaturalist.org/photos/309185231/medium.jpeg,don54,177746710,Sparkling Violetear,Aves,6072,2,0,2023/07/24 4:42 PM,2023-07-24,2023-07-24 21:42:00 UTC,Bogota,215,215,,open,false,,,748699,Don Wellmann,2023-08-10 23:31:37 UTC,2023-08-11 01:00:07 UTC,research,,,NA,false
Colibri cyanotus,2017-07-18 09:10:00 -0600,,"Monteverde Cloud Forest Reserve, Abangares, Guanacaste, CR",10.3069740568,-84.7879733979,,Lesser Violetear,https://www.inaturalist.org/observations/177613470,https://static.inaturalist.org/photos/308938108/medium.jpg,angie11,177613470,Lesser Violetear,Aves,508367,2,0,2017-07-18 11:10:00-04:00,2017-07-18,2017-07-18 15:10:00 UTC,America/Costa_Rica,1794,1794,,,false,,,213376,Angie D Price,2023-08-10 03:11:23 UTC,2023-08-10 22:47:25 UTC,research,,,3,false
Colibri thalassinus,2023-08-03 17:12:00 -0600,,"Cd. de México, México",19.248689911,-99.2149076754,,Mexican Violetear,https://www.inaturalist.org/observations/177612708,https://static.inaturalist.org/photos/308935102/medium.jpeg,zipactli,177612708,Colibrí orejas violetas,Aves,508366,1,0,2023/08/03 5:12 PM,2023-08-03,2023-08-03 23:12:00 UTC,Mexico City,31,31,,open,false,,,86566,Jorge Rojas S.,2023-08-10 03:04:26 UTC,2023-08-10 04:30:34 UTC,research,,,NA,false
Colibri coruscans,2023-07-24 15:48:00 -0500,,"Observatorio de Colibríes, variante Frailejonal, La Calera, El Cerrito, La Calera, Cundinamarca, Colombia",4.664389,-73.964395,,Sparkling Violetear,https://www.inaturalist.org/observations/177606731,https://static.inaturalist.org/photos/308924989/medium.jpeg,don54,177606731,Sparkling Violetear,Aves,6072,1,0,2023/07/24 3:48 PM,2023-07-24,2023-07-24 20:48:00 UTC,Bogota,215,215,,open,false,,,748699,Don Wellmann,2023-08-10 02:06:22 UTC,2023-08-10 04:11:40 UTC,research,,,NA,false
Colibri coruscans,2023-08-09 14:00:34 -0500,,"Julio Moreno Espinoza, Quito, Pichincha, EC",-0.2040785581,-78.4291402604,,Sparkling Violetear,https://www.inaturalist.org/observations/177550479,https://inaturalist-open-data.s3.amazonaws.com/photos/308815162/medium.jpg,pedro_2007,177550479,Colibrí Rutilante,Aves,6072,2,0,2023-08-09 14:00:34-05:00,2023-08-09,2023-08-09 19:00:34 UTC,America/Guayaquil,35,35,,open,false,,,7193134,,2023-08-09 19:01:25 UTC,2023-08-16 23:29:05 UTC,research,CC-BY-NC,,3,false
Colibri serrirostris,2023-07-15 20:01:00 -0400,,"Chapada dos Guimarães - State of Mato Grosso, Brazil",-15.44441423,-55.82516801,"Chapada dos Guimaraes, Colibri serrirostris, Colibris",White-vented Violetear,https://www.inaturalist.org/observations/177541942,https://inaturalist-open-data.s3.amazonaws.com/photos/308798676/medium.jpeg,manuel_ruedi,177541942,Colibri serrirostris,Aves,6083,1,0,2023/07/15 8:01 PM,2023-07-15,2023-07-16 00:01:00 UTC,America/Cuiaba,NA,NA,,open,false,,,3111958,Manuel Ruedi,2023-08-09 18:09:58 UTC,2023-08-09 18:28:28 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-08-01 12:17:04 -0500,,"SN Miguel Bancos, Província de Pichincha, EC",-0.0100101435,-78.8108879932,,Brown Violetear,https://www.inaturalist.org/observations/177533862,https://inaturalist-open-data.s3.amazonaws.com/photos/308784669/medium.jpg,carolina_agulheiro,177533862,Beija-flor-marrom,Aves,6076,2,0,2023-08-01 18:17:04+01:00,2023-08-01,2023-08-01 17:17:04 UTC,America/Guayaquil,12552,12552,,open,false,,,3964294,,2023-08-09 17:18:41 UTC,2023-08-10 22:32:00 UTC,research,CC-BY-NC,,3,false
Colibri thalassinus,2023-08-05 10:12:00 -0600,,"Teaaciztli, Calpan, Pue., México",19.1097394528,-98.4450581003,,Mexican Violetear,https://www.inaturalist.org/observations/177441998,https://inaturalist-open-data.s3.amazonaws.com/photos/308611569/medium.png,joegonzorj,177441998,Colibrí orejas violetas,Aves,508366,1,0,2023/08/05 10:12,2023-08-05,2023-08-05 16:12:00 UTC,Mexico City,50,50,,open,false,,,65448,,2023-08-09 01:58:25 UTC,2023-09-01 15:05:05 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-03 00:00:00 -0500,,"171103, Ecuador",-0.3156186324,-78.4455401078,,Sparkling Violetear,https://www.inaturalist.org/observations/177427736,https://static.inaturalist.org/photos/308584648/medium.jpeg,camila_anahi1,177427736,Sparkling Violetear,Aves,6072,1,0,2023-08-03,2023-08-03,,America/Guayaquil,142,142,,open,false,gps,gps,6880943,CAMILA ANAHI NARANJO LUZURIAGA,2023-08-08 23:52:01 UTC,2023-08-09 01:31:41 UTC,research,,,2,false
Colibri coruscans,2023-08-05 08:32:34 -0500,,"Sta Helena, Suba, Bogotá, Colombia",4.7304833333,-74.0542,,Sparkling Violetear,https://www.inaturalist.org/observations/177290798,https://static.inaturalist.org/photos/308330957/medium.jpeg,linda2022,177290798,Sparkling Violetear,Aves,6072,2,0,2023-08-05 08:32:34,2023-08-05,2023-08-05 13:32:34 UTC,Bogota,NA,NA,,open,false,gps,gps,6230932,Linda Rusinque,2023-08-08 03:14:18 UTC,2023-08-10 04:15:16 UTC,research,,,2,false
Colibri thalassinus,2023-08-07 17:05:00 -0600,,"San Pedro Cholula, Pue., México",19.080976,-98.350949,,Mexican Violetear,https://www.inaturalist.org/observations/177288208,https://inaturalist-open-data.s3.amazonaws.com/photos/308325910/medium.jpeg,bodofzt,177288208,Colibrí orejas violetas,Aves,508366,2,0,2023/08/07 5:05 PM,2023-08-07,2023-08-07 23:05:00 UTC,Mexico City,NA,NA,,open,false,,,318516,Bodo Nuñez Oberg,2023-08-08 02:53:03 UTC,2023-08-08 12:17:33 UTC,research,CC-BY-NC,,NA,false
Colibri serrirostris,2023-07-30 10:41:00 -0400,,"Mato Grosso, BR",-14.5904975851,-59.4226809356,,White-vented Violetear,https://www.inaturalist.org/observations/177281843,https://static.inaturalist.org/photos/308312954/medium.jpg,arturcuca_avisteiali,177281843,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/07/30 10:41,2023-07-30,2023-07-30 14:41:00 UTC,America/Cuiaba,244,30954,obscured,open,true,,,1377941,Artur Luiz,2023-08-08 02:01:20 UTC,2023-08-08 02:06:26 UTC,research,,,NA,false
Colibri serrirostris,2023-04-19 10:40:00 -0300,,"Santana do Riacho - State of Minas Gerais, 35845-000, Brazil",-19.101636699,-43.6765554138,,White-vented Violetear,https://www.inaturalist.org/observations/177273721,https://inaturalist-open-data.s3.amazonaws.com/photos/308277969/medium.jpg,josh_vandermeulen,177273721,White-vented Violetear,Aves,6083,1,0,2023/04/19 10:40 AM,2023-04-19,2023-04-19 13:40:00 UTC,Brasilia,49,49,,open,false,,,785045,Josh Vandermeulen,2023-08-08 01:01:36 UTC,2023-08-08 02:18:36 UTC,research,CC-BY-NC-ND,,NA,false
Colibri delphinae,2023-08-07 06:52:00 -0500,,"Los Bancos Canton, Ecuador",-0.0794968234,-78.7509685401,,Brown Violetear,https://www.inaturalist.org/observations/177237798,https://inaturalist-open-data.s3.amazonaws.com/photos/308227027/medium.jpeg,sean20,177237798,Brown Violetear,Aves,6076,1,0,2023/08/07 6:52 AM,2023-08-07,2023-08-07 11:52:00 UTC,America/Guayaquil,15,15,,open,false,,,204263,Sean Krieg,2023-08-07 21:08:30 UTC,2023-08-08 18:22:47 UTC,research,CC-BY,,NA,false
Colibri coruscans,2023-08-02 11:44:00 -0500,,"Salento, Quindio, Colombia",4.637654348,-75.4780612167,,Sparkling Violetear,https://www.inaturalist.org/observations/177176860,https://static.inaturalist.org/photos/308107412/medium.jpeg,luisalejandroquinterobernal,177176860,Sparkling Violetear,Aves,6072,1,0,2023/08/02 11:44 AM,2023-08-02,2023-08-02 16:44:00 UTC,Bogota,31,31,,open,false,,,829252,Luis Alejandro Quintero Bernal,2023-08-07 15:08:33 UTC,2023-08-07 15:17:53 UTC,research,,,NA,false
Colibri serrirostris,2023-01-03 09:43:00 -0300,,"Poço Fundo, MG, 37757-000, Brasil",-21.8219650037,-45.9985867515,,White-vented Violetear,https://www.inaturalist.org/observations/177149325,https://inaturalist-open-data.s3.amazonaws.com/photos/308065836/medium.jpeg,tarso_007,177149325,Beija-flor-de-orelha-violeta,Aves,6083,2,0,2023-01-03 09:43:00,2023-01-03,2023-01-03 12:43:00 UTC,Brasilia,14,14,,open,false,gps,gps,4896395,Alysson Corrêa,2023-08-07 11:34:00 UTC,2023-08-09 10:07:27 UTC,research,CC-BY-NC,,2,false
Colibri thalassinus,2023-07-30 11:19:00 -0600,,"San Cristóbal de las Casas, Chis., Mexico",16.7594027778,-92.6316833333,,Mexican Violetear,https://www.inaturalist.org/observations/177116065,https://inaturalist-open-data.s3.amazonaws.com/photos/307993647/medium.jpeg,alvarosj,177116065,Mexican Violetear,Aves,508366,1,0,2023/07/30 11:19 AM,2023-07-30,2023-07-30 17:19:00 UTC,Mexico City,30,30,,open,false,,,1494493,Álvaro San José,2023-08-07 04:26:13 UTC,2023-08-07 04:57:07 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-30 08:03:00 -0600,,"Ojo de Agua, 29216 San Cristóbal de las Casas, Chis., Mexico",16.7542777778,-92.6335305556,,Mexican Violetear,https://www.inaturalist.org/observations/177116037,https://inaturalist-open-data.s3.amazonaws.com/photos/307985160/medium.jpeg,alvarosj,177116037,Mexican Violetear,Aves,508366,1,0,2023/07/30 8:03 AM,2023-07-30,2023-07-30 14:03:00 UTC,Mexico City,10,10,,open,false,,,1494493,Álvaro San José,2023-08-07 04:26:07 UTC,2023-08-10 00:23:13 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-08-05 09:03:00 -0500,,"Mindo Valley, Ecuador",-0.048717,-78.775198,,Brown Violetear,https://www.inaturalist.org/observations/177090563,https://inaturalist-open-data.s3.amazonaws.com/photos/307956262/medium.jpeg,kkacheltje,177090563,Brown Violetear,Aves,6076,1,0,2023/08/05 9:03 AM,2023-08-05,2023-08-05 14:03:00 UTC,America/Guayaquil,812,812,,open,false,,,163685,kkacheltje,2023-08-07 01:07:59 UTC,2023-08-07 06:12:32 UTC,research,CC0,,NA,false
Colibri cyanotus,2023-08-01 12:32:00 -0600,,"Provincia de Puntarenas, Monteverde, Costa Rica",10.3090476899,-84.8055034365,,Lesser Violetear,https://www.inaturalist.org/observations/177063972,https://inaturalist-open-data.s3.amazonaws.com/photos/307907213/medium.jpeg,robertogalaviz98,177063972,Colibrí Chico​,Aves,508367,1,0,2023/08/01 12:32 PM,2023-08-01,2023-08-01 18:32:00 UTC,America/Costa_Rica,46,46,,,false,,,2458122,Carlos Roberto Galaviz Sánchez,2023-08-06 22:35:31 UTC,2023-08-07 12:29:57 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-08-06 10:45:00 -0600,,"Ojo de Agua, 29216 San Cristóbal de las Casas, Chis., México",16.7544176628,-92.6329843332,,Mexican Violetear,https://www.inaturalist.org/observations/177054558,https://inaturalist-open-data.s3.amazonaws.com/photos/307884450/medium.jpg,arquinaturalista,177054558,Colibrí orejas violetas,Aves,508366,1,0,2023/08/06 10:45 AM,2023-08-06,2023-08-06 16:45:00 UTC,Mexico City,8,8,,open,false,,,2399854,Abraham Alejandro Gómez Landero,2023-08-06 21:45:59 UTC,2023-08-06 23:54:34 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-08-06 10:44:00 -0600,,"Ojo de Agua, 29216 San Cristóbal de las Casas, Chis., México",16.7544400235,-92.6329730679,,Mexican Violetear,https://www.inaturalist.org/observations/177054557,https://inaturalist-open-data.s3.amazonaws.com/photos/307884293/medium.jpg,arquinaturalista,177054557,Colibrí orejas violetas,Aves,508366,1,0,2023/08/06 10:44 AM,2023-08-06,2023-08-06 16:44:00 UTC,Mexico City,6,6,,open,false,,,2399854,Abraham Alejandro Gómez Landero,2023-08-06 21:45:59 UTC,2023-08-06 23:54:42 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-31 06:56:00 -0600,,"Provincia de Guanacaste, Abangares, Costa Rica",10.338786196,-84.8283498356,,Lesser Violetear,https://www.inaturalist.org/observations/177047125,https://inaturalist-open-data.s3.amazonaws.com/photos/307876108/medium.jpeg,robertogalaviz98,177047125,Colibrí Chico​,Aves,508367,1,0,2023/07/31 6:56 AM,2023-07-31,2023-07-31 12:56:00 UTC,America/Costa_Rica,4,4,,,false,,,2458122,Carlos Roberto Galaviz Sánchez,2023-08-06 21:05:23 UTC,2023-08-07 12:43:04 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-02-03 00:00:00 -0600,,"Copey, San José, Dota, Costa Rica",9.6426999415,-83.8564706594,,Lesser Violetear,https://www.inaturalist.org/observations/177012097,https://static.inaturalist.org/photos/307810433/medium.jpeg,hanging_spathiphyllums,177012097,Lesser Violetear,Aves,508367,1,0,2023-02-03,2023-02-03,,America/Costa_Rica,674,674,,,false,,,6541503,Jessie Aguilar,2023-08-06 18:10:33 UTC,2023-08-07 17:50:24 UTC,research,,,2,false
Colibri cyanotus,2023-08-03 11:15:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3077166667,-84.8056083333,,Lesser Violetear,https://www.inaturalist.org/observations/176907135,https://inaturalist-open-data.s3.amazonaws.com/photos/307611736/medium.jpeg,andrewl,176907135,Lesser Violetear,Aves,508367,1,0,2023/08/03 11:15 AM,2023-08-03,2023-08-03 17:15:00 UTC,America/Costa_Rica,NA,NA,,,false,,,622732,Andrew Lehman,2023-08-06 04:15:54 UTC,2023-08-06 05:25:01 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-05-23 13:53:35 -0500,,"Salento, Quindío, Colombia",4.6462577821,-75.4786903784,,Sparkling Violetear,https://www.inaturalist.org/observations/176899902,https://static.inaturalist.org/photos/307602983/medium.jpeg,brayan148,176899902,Colibrí Rutilante,Aves,6072,1,0,2023-05-23 13:53:35,2023-05-23,2023-05-23 18:53:35 UTC,Bogota,2146,2146,,open,false,gps,gps,5564889,Brayan Carmona,2023-08-06 03:06:11 UTC,2023-08-28 23:46:50 UTC,research,,,2,false
Colibri delphinae,2016-08-02 10:31:01 -0600,,"Alajuela, CR",10.3146908648,-84.1805414229,,Brown Violetear,https://www.inaturalist.org/observations/176773284,https://inaturalist-open-data.s3.amazonaws.com/photos/307372346/medium.jpg,leg9,176773284,Brown Violetear,Aves,6076,1,0,2016-08-02 11:31:01-05:00,2016-08-02,2016-08-02 16:31:01 UTC,America/Costa_Rica,485,485,,open,false,,,6648203,,2023-08-05 14:36:32 UTC,2023-08-06 05:37:21 UTC,research,CC-BY-NC,,3,false
Colibri thalassinus,2023-08-01 12:50:49 -0600,,69859,17.1525295443,-97.6955128089,,Mexican Violetear,https://www.inaturalist.org/observations/176707290,https://inaturalist-open-data.s3.amazonaws.com/photos/307248995/medium.jpeg,alep,176707290,Colibrí orejas violetas,Aves,508366,1,0,2023-08-01 12:50:49,2023-08-01,2023-08-01 18:50:49 UTC,Mexico City,2605,2605,,open,false,,,32343,Ale Peña,2023-08-05 02:28:24 UTC,2023-08-08 18:39:06 UTC,research,CC-BY-NC-SA,,2,false
